location,duration,entry_score,course_qualification,area_study,course_name,university_name,course_fee,course_link,intakes
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business in Accounting [Melbourne (Bundoora)],La Trobe University,"AUD 107,400",/global/Categories/La-Trobe-University/Bachelor-of-Business-in-Accounting-Melbourne-Bundoora/p/PRG-AU-00207509,"march,july,november"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting,Edinburgh Napier University,"GBP 15,490",/global/Categories/Edinburgh-Napier-University/MSc-Accounting/p/PRG-UK-00304984,"january,september"
Australia,1 Year(s),6.5 IELTS,Graduate Diploma,accounting,Graduate Diploma in Accounting,Southern Cross University,"AUD 29,200",/global/Categories/Southern-Cross-University/Graduate-Diploma-in-Accounting/p/PRG-AU-00063390,"march,july"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Accounting and Business Management BSc,Brunel University,"GBP 53,625",/global/Categories/Brunel-University/Accounting-and-Business-Management-BSc/p/PRG-UK-00071385,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) DPS/DIntS Accounting and Financial Management with placement ye...,Loughborough University,"GBP 84,000",/global/Categories/All-Accounting/Accounting/BSc-Hons-DPSDIntS-Accounting-and-Financial-Management-with-placement-year/p/PRG-UK-00096121,october
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Master of Science in Accounting and Finance,Kingston University London,"GBP 16,500",/global/Categories/Kingston-University-London/Master-of-Science-in-Accounting-and-Finance/p/PRG-UK-00080721,"january,september"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,"BSc (Hons) Accounting, Business Finance and Management",University of York,"GBP 55,050",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-Business-Finance-and-Management/p/PRG-UK-00079497,september
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc/PgDip/PgCert Accounting and Finance,University of Salford,"GBP 15,030",/global/Categories/University-of-Salford/MScPgDipPgCert-Accounting-and-Finance/p/PRG-UK-00104980,"january,september"
United Kingdom,1 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance for International Business top up (Covent...,Coventry University,"GBP 15,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance-for-International-Business-top-up-Coventry-University-London/p/PRG-UK-00166182,"january,april,may,september"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Finance [Flexible Double Degree - Art...,The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Finance-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00120349,"feb,july"
Australia,2 Year(s),,Masters Degree (Coursework),accounting,Master of Commerce (Professional Accounting: CPA Australia Extension Strea...,Curtin University,"AUD 61,600",/global/Categories/Curtin-University/Master-of-Commerce-Professional-Accounting-CPA-Australia-Extension-Stream/p/PRG-AU-00157781,"feb,july"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business - Accounting (Sydney),Melbourne Institute of Technology (MIT),"AUD 50,922",/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Bachelor-of-Business-Accounting-Sydney/p/PRG-AU-00079148,"march,july,november"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (Gold Coast),Southern Cross University,"AUD 58,400",/global/Categories/Southern-Cross-University/Master-of-Professional-Accounting-Gold-Coast/p/PRG-AU-00111246,"march,july,november"
Australia,2 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Accounting (Accelerated),Western Sydney University - Sydney City Campus,"AUD 57,844",/global/Categories/Western-Sydney-University---Sydney-City-Campus/Bachelor-of-Accounting-Accelerated/p/PRG-AU-00277343,"march,july,november"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Master of Science in Accounting,University of Essex,"GBP 18,460",/global/Categories/University-of-Essex/Master-of-Science-in-Accounting/p/PRG-UK-00070439,october
Australia,,6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Accounting,The Australian National University,"AUD 22,235",/global/Categories/The-Australian-National-University/Graduate-Certificate-in-Accounting/p/PRG-AU-00063395,"feb,july"
Australia,1 Year(s),6.0 IELTS,Graduate Diploma,accounting,Graduate Diploma of Professional Accounting (CC35),CQUniversity Australia,"AUD 31,260",/global/Categories/CQUniversity-Australia/Graduate-Diploma-of-Professional-Accounting-CC35/p/PRG-AU-00371900,"march,july,november"
Australia,,,Advanced Diploma,accounting,Advanced Diploma of Accounting,Canberra Institute of Technology,"AUD 6,850",/global/Categories/Canberra-Institute-of-Technology/Advanced-Diploma-of-Accounting/p/PRG-AU-00301147,"feb,july"
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with professional training,University of Surrey,"GBP 76,400",/global/Categories/University-of-Surrey/BSc-Hons-Accounting-and-Finance-with-professional-training/p/PRG-UK-00160138,september
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Forensic Accounting,University of Portsmouth,"GBP 17,600",/global/Categories/University-of-Portsmouth/MSc-Forensic-Accounting/p/PRG-UK-00078494,"feb,october"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting and Finance (Honors),University of Essex,"GBP 50,580",/global/Categories/University-of-Essex/Bachelor-of-Science-in-Accounting-and-Finance-Honors/p/PRG-UK-00109509,october
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Accounting BSc Honours,University of Westminster,"GBP 43,200",/global/Categories/All-Accounting/Accounting/Accounting-BSc-Honours/p/PRG-UK-00085213,september
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (Professional Practice) (CDU Sydney),Charles Darwin University,"AUD 65,520",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting-Professional-Practice-CDU-Sydney/p/PRG-AU-00219340,"march,july"
United Kingdom,4 Year(s),6.0 IELTS,Undergraduate Masters,accounting,MA (Hons) Accountancy and Finance,Heriot-Watt University,"GBP 61,536",/global/Categories/All-Accounting/Accounting/MA-Hons-Accountancy-and-Finance/p/PRG-UK-00077018,september
United Kingdom,1 Year(s),,Foundation for Undergraduate,accounting,International Year One - Finance and Accounting,University of Sussex,"GBP 18,500",/global/Categories/University-of-Sussex/International-Year-One-Finance-and-Accounting/p/PRG-UK-00270359,"january,september"
United Kingdom,1 Year(s),7.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting,University of Manchester,"GBP 30,000",/global/Categories/University-of-Manchester/MSc-Accounting/p/PRG-UK-00235524,september
Australia,4 Year(s),6.0 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Business,CQUniversity Australia,"AUD 120,600",/global/Categories/CQUniversity-Australia/Bachelor-of-Accounting-Bachelor-of-Business/p/PRG-AU-00063421,"march,july,november"
Australia,1 Year(s),6.5 IELTS,Graduate Diploma,accounting,Graduate Diploma of Professional Accounting,Deakin University,"AUD 39,400",/global/Categories/Deakin-University/Graduate-Diploma-of-Professional-Accounting/p/PRG-AU-00062329,"march,july,november"
United Kingdom,5 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with foundation year and professional tr...,University of Surrey,"GBP 95,500",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-foundation-year-and-professional-training/p/PRG-UK-00305099,september
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting,University of Manchester,"GBP 72,000",/global/Categories/University-of-Manchester/BSc-Hons-Accounting/p/PRG-UK-00101592,september
Australia,4 Year(s),6.5 IELTS,Ph.D.,accounting,Doctor of Philosophy (Accountancy),RMIT University,"AUD 142,080",/global/Categories/All-Accounting/Accounting/Doctor-of-Philosophy-Accountancy/p/PRG-AU-00110305,"january,feb,march,april,may,june,july,august,september,october,november,december"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting and Finance (Honors) - Including Placeme...,University of Essex,"GBP 67,440",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-in-Accounting-and-Finance-Honors-Including-Placement-Year/p/PRG-UK-00200229,october
Australia,2 Year(s),,Advanced Diploma,accounting,"CIT PACKAGE: Certificate III in Accounts Administration, Certificate IV in...",Canberra Institute of Technology,"AUD 27,400",/global/Categories/All-Accounting/Accounting/CIT-PACKAGE-Certificate-III-in-Accounts-Administration-Certificate-IV-in-Accounting-and-Bookkeeping-Diploma-of-Accounting-and-Advanced-Diploma-of-Accounting/p/PRG-AU-00330286,"feb,july"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Finance,University of Portsmouth,"GBP 17,600",/global/Categories/University-of-Portsmouth/MSc-Accounting-and-Finance/p/PRG-UK-00203227,october
United Kingdom,2 Year(s),6.0 IELTS,Bachelor Degree,accounting,BSc Accounting and Finance for International Business Top Up,Coventry University,"GBP 30,000",/global/Categories/Coventry-University/BSc-Accounting-and-Finance-for-International-Business-Top-Up/p/PRG-UK-00374947,"may,september"
Australia,5 Year(s),,Dual Degree,accounting,Bachelors of Commerce/Laws (Honours) - Accounting,The University of Queensland,"AUD 235,532",/global/Categories/All-Accounting/Accounting/Bachelors-of-CommerceLaws-Honours-Accounting/p/PRG-AU-00115325,"feb,july"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,Msc/PgDip/PgCert Professional Accounting,University of Salford,"GBP 14,670",/global/Categories/University-of-Salford/MscPgDipPgCert-Professional-Accounting/p/PRG-UK-00314040,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Management (Accounting and Finance) with Industrial/Professiona...,University of Manchester,"GBP 96,000",/global/Categories/University-of-Manchester/BSc-Hons-Management-Accounting-and-Finance-with-IndustrialProfessional-Experience/p/PRG-UK-00167883,september
United Kingdom,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) in Business with Accounting [Year 3 Direct Entry],University of Greenwich,"GBP 15,000",/global/Categories/University-of-Greenwich/BA-Hons-in-Business-with-Accounting-Year-3-Direct-Entry/p/PRG-UK-00347372,"january,september"
Australia,,,Diploma,accounting,Diploma of Accounting,Chisholm Institute of TAFE,"AUD 6,375",/global/Categories/Chisholm-Institute-of-TAFE/Diploma-of-Accounting/p/PRG-AU-00314469,"feb,july"
United Kingdom,3 Year(s),6.5 IELTS,Ph.D.,accounting,PhD Accountancy and Finance,University of Stirling,"GBP 42,750",/global/Categories/All-Accounting/Accounting/PhD-Accountancy-and-Finance/p/PRG-UK-00341012,december
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with Business Experience (Including Foun...,Kingston University London,"GBP 54,000",/global/Categories/Kingston-University-London/BSc-Hons-Accounting-and-Finance-with-Business-Experience-Including-Foundation-Year/p/PRG-UK-00275151,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting and Finance (Honors) with Business Exper...,Kingston University London,"GBP 40,500",/global/Categories/Kingston-University-London/Bachelor-of-Science-in-Accounting-and-Finance-Honors-with-Business-Experience/p/PRG-UK-00080678,september
Australia,2 Year(s),,Bachelor Degree,accounting,Bachelor of Commerce in Professional Accounting,Murdoch University,,/global/Categories/Murdoch-University/Bachelor-of-Commerce-in-Professional-Accounting/p/PRG-AU-00369007,"feb,july"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) in Accounting and Financial Information Systems,University of Greenwich,"GBP 42,000",/global/Categories/All-Accounting/Accounting/BA-Hons-in-Accounting-and-Financial-Information-Systems/p/PRG-UK-00093427,september
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc in Accounting and Finance,University of Greenwich,"GBP 15,000",/global/Categories/All-Accounting/Accounting/MSc-in-Accounting-and-Finance/p/PRG-UK-00093304,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Forensic Accounting,University of South Wales,"GBP 40,500",/global/Categories/All-Accounting/Accounting/BA-Hons-Forensic-Accounting/p/PRG-UK-00072561,september
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc Forensic Audit and Accounting (September Start),University of South Wales,"GBP 14,300",/global/Categories/University-of-South-Wales/MSc-Forensic-Audit-and-Accounting-September-Start/p/PRG-UK-00072453,september
Australia,2 Year(s),6.0 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,The University of New England,"AUD 60,192",/global/Categories/The-University-of-New-England/Master-of-Professional-Accounting/p/PRG-AU-00300068,"march,june,october"
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with a Professional Placement Year,Cardiff University,"GBP 73,800",/global/Categories/Cardiff-University/BSc-Hons-Accounting-and-Finance-with-a-Professional-Placement-Year/p/PRG-UK-00238184,october
United Kingdom,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science (Honors) in Accounting and Finance (with foundation ye...,Anglia Ruskin University,"GBP 55,600",/global/Categories/Anglia-Ruskin-University/Bachelor-of-Science-Honors-in-Accounting-and-Finance-with-foundation-year/p/PRG-UK-00370250,"january,september"
Australia,8 Month(s),6.0 IELTS,Graduate Certificate,accounting,Graduate Certificate in Accounting,Kaplan Business School,"AUD 10,800",/global/Categories/Kaplan-Business-School/Graduate-Certificate-in-Accounting/p/PRG-AU-00060811,"march,july,november"
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,Aston University,"GBP 63,800",/global/Categories/Aston-University/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00071109,september
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting,Bangor University,"GBP 16,500",/global/Categories/All-Accounting/Accounting/MSc-Accounting/p/PRG-UK-00116487,"january,september"
United Kingdom,2 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Management,Robert Gordon University,"GBP 30,000",/global/Categories/Robert-Gordon-University/BA-Hons-Accounting-and-Management/p/PRG-UK-00347229,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,Swansea University,"GBP 49,200",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00070808,"january,september"
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,"Finance, Accounting and Management MSc",University of Bradford,"GBP 17,682",/global/Categories/University-of-Bradford/Finance-Accounting-and-Management-MSc/p/PRG-UK-00075732,"january,september"
United Kingdom,15 Month(s),6.0 IELTS,Masters Degree (Taught),accounting,"Finance, Accounting and Management MSc",University of Bradford,"GBP 22,102",/global/Categories/All-Accounting/Accounting/Finance-Accounting-and-Management-MSc/p/PRG-UK-00337081,"january,september"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance,Manchester Metropolitan University,"GBP 46,500",/global/Categories/Manchester-Metropolitan-University/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00069289,september
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc Forensic Audit and Accounting (February Start),University of South Wales,"GBP 14,300",/global/Categories/All-Accounting/Accounting/MSc-Forensic-Audit-and-Accounting-February-Start/p/PRG-UK-00339428,feb
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Business,University of Exeter,"GBP 54,600",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Business/p/PRG-UK-00104341,september
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,Accounting and Finance Msc,Oxford Brookes University,"GBP 15,900",/global/Categories/Oxford-Brookes-University/Accounting-and-Finance-Msc/p/PRG-UK-00114321,september
United Kingdom,3 Year(s),6.5 IELTS,Ph.D.,accounting,PhD in Accounting and Finance,University of Dundee,"GBP 56,850",/global/Categories/University-of-Dundee/PhD-in-Accounting-and-Finance/p/PRG-UK-00093904,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science (Honors) in Accounting and Finance,Anglia Ruskin University,"GBP 41,700",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-Honors-in-Accounting-and-Finance/p/PRG-UK-00096576,"january,september"
United Kingdom,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Accounting and Financial Management (Top-Up) BA (Hons),University of Sunderland,"GBP 12,500",/global/Categories/All-Accounting/Accounting/Accounting-and-Financial-Management-Top-Up-BA-Hons/p/PRG-UK-00079643,"january,feb,october"
United Kingdom,4 Year(s),7.0 IELTS,Bachelor Degree with Honours,accounting,Business Accounting and Finance BA Honours,Newcastle University,"GBP 74,400",/global/Categories/Newcastle-University/Business-Accounting-and-Finance-BA-Honours/p/PRG-UK-00069485,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Management Accounting and Management with Placeme...,Durham University,"GBP 86,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Management-Accounting-and-Management-with-Placement-Year/p/PRG-UK-00109856,october
United Kingdom,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Honours) Accounting and Finance for International Business (Topup),Sheffield Hallam University,"GBP 13,995",/global/Categories/Sheffield-Hallam-University/BA-Honours-Accounting-and-Finance-for-International-Business-Topup/p/PRG-UK-00273934,"january,september"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting with Corporate Finance,Edinburgh Napier University,"GBP 55,080",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-with-Corporate-Finance/p/PRG-UK-00096763,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Accounting and Finance with Placement BSc Honours,Newcastle University,"GBP 74,400",/global/Categories/Newcastle-University/Accounting-and-Finance-with-Placement-BSc-Honours/p/PRG-UK-00236151,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance,Edinburgh Napier University,"GBP 55,080",/global/Categories/Edinburgh-Napier-University/BA-Hons-Accounting-and-Finance/p/PRG-UK-00232278,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance with a Foundation Year,Swansea University,"GBP 65,600",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-a-Foundation-Year/p/PRG-UK-00337100,"january,september"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Honours) Accounting and Finance with Foundation Year,Sheffield Hallam University,"GBP 55,980",/global/Categories/All-Accounting/Accounting/BA-Honours-Accounting-and-Finance-with-Foundation-Year/p/PRG-UK-00343115,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting and Business Management with Placement Y...,Brunel University,"GBP 71,500",/global/Categories/Brunel-University/Bachelor-of-Science-in-Accounting-and-Business-Management-with-Placement-Year/p/PRG-UK-00170448,september
United Kingdom,4 Year(s),7.0 IELTS,Bachelor Degree,accounting,BSc Accounting and Finance (with Foundation Year),University of Warwick,"GBP 108,240",/global/Categories/University-of-Warwick/BSc-Accounting-and-Finance-with-Foundation-Year/p/PRG-UK-00166422,october
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BAcc (Hons) Accountancy,University of Dundee,"GBP 75,800",/global/Categories/University-of-Dundee/BAcc-Hons-Accountancy/p/PRG-UK-00094089,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Arts Hons (Accounting and Business Management),University of Gloucestershire,"GBP 44,100",/global/Categories/University-of-Gloucestershire/Bachelor-of-Arts-Hons-Accounting-and-Business-Management/p/PRG-UK-00100195,september
United Kingdom,4 Year(s),7.0 IELTS,Undergraduate Masters,accounting,MA (Hons) Accounting and Finance,University of Edinburgh,"GBP 83,800",/global/Categories/University-of-Edinburgh/MA-Hons-Accounting-and-Finance/p/PRG-UK-00084382,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Business -The Flying Start Degree Programme,University of Reading,"GBP 75,040",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Business-The-Flying-Start-Degree-Programme/p/PRG-UK-00078998,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance with a Year in Industry,University of Liverpool,"GBP 76,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance-with-a-Year-in-Industry/p/PRG-UK-00101976,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Management with Placement Experience,University of Reading,"GBP 75,040",/global/Categories/University-of-Reading/BA-Hons-Accounting-and-Management-with-Placement-Experience/p/PRG-UK-00159368,september
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Professional Accounting (Study Abroad or Work Placement),Coventry University,"GBP 60,000",/global/Categories/Coventry-University/BA-Hons-Professional-Accounting-Study-Abroad-or-Work-Placement/p/PRG-UK-00375249,"january,feb,april,june,september,november"
United Kingdom,5 Year(s),6.5 IELTS,Ph.D.,accounting,Doctor of Philosophy in Accounting,University of Essex,"GBP 77,300",/global/Categories/University-of-Essex/Doctor-of-Philosophy-in-Accounting/p/PRG-UK-00163567,october
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting,"Birkbeck, University of London","GBP 42,840",/global/Categories/Birkbeck%2C-University-of-London/BSc-Hons-Accounting/p/PRG-UK-00095783,october
United Kingdom,20 Month(s),,Foundation for Undergraduate,accounting,A Level Accounting,Bellerbys College,"GBP 45,835",/global/Categories/Bellerbys-College/A-Level-Accounting/p/PRG-UK-00246960,"january,april,september"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Forensic Accounting,Northumbria University,"GBP 16,000",/global/Categories/Northumbria-University/MSc-Forensic-Accounting/p/PRG-UK-00238533,"january,september"
United Kingdom,3 Year(s),6.5 IELTS,Ph.D.,accounting,PhD/MPhil in Accounting and Finance,University of Strathclyde,"GBP 45,900",/global/Categories/University-of-Strathclyde/PhDMPhil-in-Accounting-and-Finance/p/PRG-UK-00210571,september
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Psychological Science and Business - Accountancy,Monash University Malaysia,"MYR 131,040",/global/Categories/Monash-University-Malaysia/Bachelor-of-Psychological-Science-and-Business-Accountancy/p/PRG-AU-00368894,"march,july,october"
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Psychological Science and Business - Business Law and Taxation,Monash University Malaysia,"MYR 131,040",/global/Categories/Monash-University-Malaysia/Bachelor-of-Psychological-Science-and-Business-Business-Law-and-Taxation/p/PRG-AU-00368897,"march,july,october"
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting,University of Strathclyde,"GBP 61,200",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting/p/PRG-UK-00066844,september
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Commerce in Accounting,The University of Newcastle,"AUD 92,100",/global/Categories/The-University-of-Newcastle/Bachelor-of-Commerce-in-Accounting/p/PRG-AU-00231673,"feb,july"
Australia,26 Week(s),,Diploma,accounting,Diploma of Accounting,Sunraysia Institute of TAFE,"AUD 7,500",/global/Categories/Sunraysia-Institute-of-TAFE/Diploma-of-Accounting/p/PRG-AU-00178745,"feb,july"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) International Accounting,University of Lincoln,"GBP 43,200",/global/Categories/University-of-Lincoln/BA-Hons-International-Accounting/p/PRG-UK-00347584,"feb,october"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance,Robert Gordon University,"GBP 60,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance/p/PRG-UK-00072287,"january,september"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting,Cardiff University,"GBP 55,350",/global/Categories/Cardiff-University/BSc-Hons-Accounting/p/PRG-UK-00075184,october
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance,De Montfort University,"GBP 41,250",/global/Categories/De-Montfort-University/BA-Hons-Accounting-and-Finance/p/PRG-UK-00080173,september
Australia,1 Year(s),6.0 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,The University of New England,"AUD 45,144",/global/Categories/The-University-of-New-England/Master-of-Professional-Accounting/p/PRG-AU-00140673,"march,june,october"
United Kingdom,4 Year(s),7.0 IELTS,Ph.D.,accounting,PhD in Accounting and Finance,University of Glasgow,"GBP 73,480",/global/Categories/All-Accounting/Accounting/PhD-in-Accounting-and-Finance/p/PRG-UK-00204089,september
United Kingdom,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) in Accounting and Finance [Year 3 Direct Entry],University of Greenwich,"GBP 14,000",/global/Categories/University-of-Greenwich/BA-Hons-in-Accounting-and-Finance-Year-3-Direct-Entry/p/PRG-UK-00347306,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Business Management,De Montfort University,"GBP 41,250",/global/Categories/De-Montfort-University/BA-Hons-Accounting-and-Business-Management/p/PRG-UK-00106204,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Accounting and Finance BSc (Hons),Bangor University,"GBP 46,500",/global/Categories/All-Accounting/Accounting/Accounting-and-Finance-BSc-Hons/p/PRG-UK-00099468,september
Australia,,6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Accounting,University of Canberra,"AUD 17,500",/global/Categories/University-of-Canberra/Graduate-Certificate-in-Accounting/p/PRG-AU-00334946,"feb,august"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,International Finance and Accounting BA (Hons) - Coventry University,Study Group UK,"GBP 38,772",/global/Categories/Study-Group-UK/International-Finance-and-Accounting-BA-Hons-Coventry-University/p/PRG-UK-00268055,september
United Kingdom,3 Year(s),6.0 IELTS,Undergraduate Masters,accounting,MA (Hons) Accounting and Business Finance - Malaysia Campus,Heriot-Watt University,"MYR 123,600",/global/Categories/All-Accounting/Accounting/MA-Hons-Accounting-and-Business-Finance-Malaysia-Campus/p/PRG-UK-00225822,"january,september"
Australia,1 Year(s),7.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Commerce (Honours) - Accounting,The University of New South Wales,"AUD 44,880",/global/Categories/The-University-of-New-South-Wales/Bachelor-of-Commerce-Honours-Accounting/p/PRG-AU-00107294,"feb,may"
