location,duration,entry_score,course_qualification,area_study,course_name,university_name,course_fee,course_link,intakes
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting,Queen's University Belfast,"GBP 52,200",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting/p/PRG-UK-00185278,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting and Management (Honors) - Including Plac...,University of Essex,"GBP 67,440",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-in-Accounting-and-Management-Honors-Including-Placement-Year/p/PRG-UK-00200255,october
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Commerce - Accounting,Melbourne Institute of Technology (MIT),"AUD 77,700",/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Bachelor-of-Commerce-Accounting/p/PRG-AU-00159315,"march,july,november"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Economics and Accounting,Queen's University Belfast,"GBP 52,200",/global/Categories/Queen%27s-University-Belfast/BSc-Hons-Economics-and-Accounting/p/PRG-UK-00185294,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting (Honors) - Including Placement Year,University of Essex,"GBP 67,440",/global/Categories/University-of-Essex/Bachelor-of-Science-in-Accounting-Honors-Including-Placement-Year/p/PRG-UK-00200207,october
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,"Accounting, Finance and Mathematics (Industry) BSc Hons",Lancaster University,"GBP 86,832",/global/Categories/Lancaster-University/Accounting-Finance-and-Mathematics-Industry-BSc-Hons/p/PRG-UK-00169489,october
United Kingdom,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance (Year in Business),"Royal Holloway, University of London","GBP 75,200",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-Year-in-Business/p/PRG-UK-00202250,september
Australia,1 Year(s),6.0 IELTS,Graduate Diploma,accounting,Graduate Diploma of Professional Accounting,Melbourne Institute of Technology (MIT),"AUD 43,200",/global/Categories/All-Accounting/Accounting/Graduate-Diploma-of-Professional-Accounting/p/PRG-AU-00159341,"march,july,november"
Australia,,6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Business (Professional Accounting),Queensland University of Technology,"AUD 16,500",/global/Categories/Queensland-University-of-Technology/Graduate-Certificate-in-Business-Professional-Accounting/p/PRG-AU-00159491,"feb,july"
United Kingdom,3 Year(s),7.0 IELTS,Ph.D.,accounting,PhD Accounting,University of Birmingham,"GBP 56,430",/global/Categories/University-of-Birmingham/PhD-Accounting/p/PRG-UK-00237653,september
Australia,5 Year(s),7.5 IELTS,Dual Degree,accounting,Bachelor of Commerce and Bachelor of Laws - Accounting,The University of Sydney,"AUD 230,000",/global/Categories/The-University-of-Sydney/Bachelor-of-Commerce-and-Bachelor-of-Laws-Accounting/p/PRG-AU-00232553,"feb,march,august"
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Arts (Honours) in Accounting and Finance,Middlesex University - Dubai Campus,,/global/Categories/Middlesex-University---Dubai-Campus/Bachelor-of-Arts-Honours-in-Accounting-and-Finance/p/PRG-UK-00212805,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Arts (Honours) in Business Accounting,Middlesex University - Dubai Campus,,/global/Categories/All-Accounting/Accounting/Bachelor-of-Arts-Honours-in-Business-Accounting/p/PRG-UK-00212811,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting with Economics (Honors) - Including Plac...,University of Essex,"GBP 67,440",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-in-Accounting-with-Economics-Honors-Including-Placement-Year/p/PRG-UK-00200269,october
United Kingdom,2 Year(s),,Foundation for Undergraduate,accounting,A Level Accounting,Bellerbys College,"GBP 55,002",/global/Categories/All-Accounting/Accounting/A-Level-Accounting/p/PRG-UK-00246983,"january,april,september"
United Kingdom,4 Year(s),5.0 IELTS,Bachelor Degree,accounting,BA Accounting (4 years) (China),University of Liverpool,"CNY 352,000",/global/Categories/University-of-Liverpool/BA-Accounting-4-years-China/p/PRG-UK-00261011,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance (including integrated foundation year),University of Buckingham,"GBP 45,360",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-including-integrated-foundation-year/p/PRG-UK-00240444,"january,september"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Professional Accounting (China),University of Liverpool,"CNY 150,000",/global/Categories/University-of-Liverpool/MSc-Professional-Accounting-China/p/PRG-UK-00261242,september
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Statistics [Flexible Double Degree - ...,The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Statistics-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00120319,"feb,july"
Australia,5 Year(s),7.0 IELTS,Dual Degree,accounting,Bachelor of Laws / Bachelor of Commerce (Accounting),University of the Sunshine Coast,"AUD 122,000",/global/Categories/University-of-the-Sunshine-Coast/Bachelor-of-Laws-Bachelor-of-Commerce-Accounting/p/PRG-AU-00118844,"march,july"
Australia,1 Year(s),6.0 IELTS,Graduate Certificate,accounting,Graduate Certificate of Professional Accounting,International Institute of Business & Information Technology (IIBIT),"AUD 29,500",/global/Categories/International-Institute-of-Business-%26-Information-Technology-%28IIBIT%29/Graduate-Certificate-of-Professional-Accounting/p/PRG-AU-00114294,"march,july,november"
Australia,1 Year(s),6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Professional Accounting,RMIT University,"AUD 20,160",/global/Categories/RMIT-University/Graduate-Certificate-in-Professional-Accounting/p/PRG-AU-00116230,"feb,march,june,july"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,"Bachelor of Accounting / Bachelor of Music [Flexible Double Degree - Arts,...",The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Music-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00120335,"feb,july"
Australia,22 Week(s),,Certificate III,accounting,Certificate III in Accounts Administration,Government Education and Training International-Tasmania,"AUD 6,800",/global/Categories/Government-Education-and-Training-International-Tasmania/Certificate-III-in-Accounts-Administration/p/PRG-AU-00110638,"feb,july"
Australia,,6.5 IELTS,Graduate Certificate,accounting,Graduate Certificate in Accounting,Southern Cross University,"AUD 7,300",/global/Categories/Southern-Cross-University/Graduate-Certificate-in-Accounting/p/PRG-AU-00118920,"march,november"
United States,2 Semester(s),7.0 IELTS,Masters Degree,accounting,Master of Laws - Taxation,New York University,"USD 66,036",/global/Categories/New-York-University/Master-of-Laws-Taxation/p/PRG-US-00050887,september
United States,2 Semester(s),6.5 IELTS,Masters Degree,accounting,Master of Science in Taxation,SUNY College at Old Westbury,"USD 23,100",/global/Categories/SUNY-College-at-Old-Westbury/Master-of-Science-in-Taxation/p/PRG-US-00043492,"january,august"
United States,1 Year(s),6.0 IELTS,Masters Degree,accounting,Master of Taxation,University of Denver,"USD 43,104",/global/Categories/University-of-Denver/Master-of-Taxation/p/PRG-US-00056525,"january,march,june,september"
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Master of Research in Accounting,University of Essex,"GBP 18,460",/global/Categories/All-Accounting/Accounting/Master-of-Research-in-Accounting/p/PRG-UK-00070448,october
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Master of Science in International Accounting and Banking,University of Essex,"GBP 18,460",/global/Categories/University-of-Essex/Master-of-Science-in-International-Accounting-and-Banking/p/PRG-UK-00070451,october
United Kingdom,2 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting and Finance (2-year degree),University of Buckingham,"GBP 35,840",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-2-year-degree/p/PRG-UK-00071282,"january,september"
United Kingdom,1 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance (Top-Up),Northumbria University,"GBP 16,000",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance-Top-Up/p/PRG-UK-00069778,"january,september"
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,"Accounting, Finance and Mathematics BSc Hons",Lancaster University,"GBP 65,124",/global/Categories/Lancaster-University/Accounting-Finance-and-Mathematics-BSc-Hons/p/PRG-UK-00077442,october
United States,3 Semester(s),7.0 IELTS,Masters Degree,accounting,Master of Accountancy (Tax),Brigham Young University - Provo,"USD 41,580",/global/Categories/Brigham-Young-University---Provo/Master-of-Accountancy-Tax/p/PRG-US-00126596,august
United Kingdom,1 Year(s),6.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting,University of Lincoln,"GBP 16,200",/global/Categories/All-Accounting/Accounting/MSc-Accounting/p/PRG-UK-00072357,"feb,october"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Educo Southern Cross University ? Melbourne,"AUD 64,800",/global/Categories/Educo-Southern-Cross-University-%3F-Melbourne/Master-of-Professional-Accounting/p/PRG-AU-00267345,"march,july,november"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BAcc (Hons) Accountancy and Marketing,University of Stirling,"GBP 60,400",/global/Categories/All-Accounting/Accounting/BAcc-Hons-Accountancy-and-Marketing/p/PRG-UK-00160855,september
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Accounting (074612D),Charles Sturt University,"AUD 84,672",/global/Categories/Charles-Sturt-University/Bachelor-of-Accounting-074612D/p/PRG-AU-00265451,"march,july,november"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BAcc (Hons) Accountancy and Sports Studies,University of Stirling,"GBP 60,400",/global/Categories/All-Accounting/Accounting/BAcc-Hons-Accountancy-and-Sports-Studies/p/PRG-UK-00160860,september
United Kingdom,1 Year(s),7.0 IELTS,Masters Degree (Taught),accounting,LLM International Tax,King's College London,"GBP 287,700",/global/Categories/King%27s-College-London/LLM-International-Tax/p/PRG-UK-00102476,september
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BAcc (Hons) Accountancy and Spanish,University of Stirling,"GBP 60,400",/global/Categories/All-Accounting/Accounting/BAcc-Hons-Accountancy-and-Spanish/p/PRG-UK-00160859,september
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Accounting with Finance,"Birkbeck, University of London","GBP 42,840",/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-with-Finance/p/PRG-UK-00157196,october
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BSc (Hons) Computing with Accounting and Finance (including Integrated Fou...,University of Buckingham,"GBP 60,480",/global/Categories/University-of-Buckingham/BSc-Hons-Computing-with-Accounting-and-Finance-including-Integrated-Foundation-year/p/PRG-UK-00275068,"january,september"
New Zealand,,,(Graduate) Certificate level 7,accounting,Graduate Certificate in Accounting,The University of Waikato,"NZD 15,130",/global/Categories/All-Accounting/Accounting/Graduate-Certificate-in-Accounting/p/PRG-NZ-00266481,"march,july"
United Kingdom,3 Year(s),6.5 IELTS,Ph.D.,accounting,"Management PhD/MPhil - Accounting, Finance and Political Economy",University of Leicester,"GBP 46,560",/global/Categories/All-Accounting/Accounting/Management-PhDMPhil-Accounting-Finance-and-Political-Economy/p/PRG-UK-00275007,"january,may,september"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business (Accounting),Ozford College of Business,"AUD 54,000",/global/Categories/Ozford-College-of-Business/Bachelor-of-Business-Accounting/p/PRG-AU-00274961,"march,august,november"
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Accounting,The University of Notre Dame Australia,"AUD 90,000",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting/p/PRG-AU-00275378,"feb,august"
Australia,3 Year(s),,Bachelor Degree,accounting,Bachelor of Commerce (Accounting and Taxation),Curtin University,"AUD 89,400",/global/Categories/All-Accounting/Accounting/Bachelor-of-Commerce-Accounting-and-Taxation/p/PRG-AU-00267092,"feb,july"
Australia,3 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Commerce (Accounting and Banking),Curtin University,"AUD 89,400",/global/Categories/Curtin-University/Bachelor-of-Commerce-Accounting-and-Banking/p/PRG-AU-00267076,"feb,july,november"
United Kingdom,4 Year(s),7.5 IELTS,Ph.D.,accounting,Accounting and Finance PhD,Lancaster University,"GBP 64,380",/global/Categories/All-Accounting/Accounting/Accounting-and-Finance-PhD/p/PRG-UK-00077561,december
United Kingdom,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Financial Management and Economics,University of Sheffield,"GBP 57,150",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Financial-Management-and-Economics/p/PRG-UK-00084631,september
Australia,4 Year(s),,Bachelor Degree with Honours,accounting,Bachelor of Advanced Business (Honours) - Accounting,The University of Queensland,"AUD 175,552",/global/Categories/The-University-of-Queensland/Bachelor-of-Advanced-Business-Honours-Accounting/p/PRG-AU-00269709,feb
United Kingdom,1 Year(s),7.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Finance,University of Liverpool,"GBP 25,000",/global/Categories/University-of-Liverpool/MSc-Accounting-and-Finance/p/PRG-UK-00268033,september
United Kingdom,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting with Economics (Honors),University of Essex,"GBP 50,580",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-in-Accounting-with-Economics-Honors/p/PRG-UK-00108909,october
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting with Economics (Honors) - Including Year...,University of Essex,"GBP 67,440",/global/Categories/University-of-Essex/Bachelor-of-Science-in-Accounting-with-Economics-Honors-Including-Year-Abroad/p/PRG-UK-00108908,october
United Kingdom,1 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,Accounting and Financial Management MSc,"Royal Holloway, University of London","GBP 21,500",/global/Categories/Royal-Holloway%2C-University-of-London/Accounting-and-Financial-Management-MSc/p/PRG-UK-00273904,september
New Zealand,1 Year(s),,Foundation,accounting,Transitional Certificate-(Accounting),The University of Auckland,"NZD 33,688",/global/Categories/All-Accounting/Accounting/Transitional-Certificate-Accounting/p/PRG-NZ-00218865,"january,feb,march,july"
United Kingdom,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting (Honors) - Including Foundation Year,University of Essex,"GBP 64,200",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-in-Accounting-Honors-Including-Foundation-Year/p/PRG-UK-00108804,october
United Kingdom,2 Year(s),6.5 IELTS,Masters Degree (Taught),accounting,MSc Professional Accounting (with Professional Study Preparation),Northumbria University,"GBP 22,860",/global/Categories/Northumbria-University/MSc-Professional-Accounting-with-Professional-Study-Preparation/p/PRG-UK-00326054,september
Ireland,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) in Accounting and Finance (Cork),Griffith College,"EUR 36,000",/global/Categories/Griffith-College/BA-Hons-in-Accounting-and-Finance-Cork/p/PRG-IE-00327636,"feb,september"
United Kingdom,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science in Accounting and Finance (Honors) - Including Foundat...,University of Essex,"GBP 64,200",/global/Categories/University-of-Essex/Bachelor-of-Science-in-Accounting-and-Finance-Honors-Including-Foundation-Year/p/PRG-UK-00108802,october
Australia,1 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting (095358F),Torrens University Australia,"AUD 40,350",/global/Categories/Torrens-University-Australia/Master-of-Professional-Accounting-095358F/p/PRG-AU-00324435,"feb,may,september"
Australia,1 Year(s),6.5 IELTS,Graduate Diploma,accounting,Graduate Diploma of Professional Accounting and Law,Deakin University,"AUD 38,400",/global/Categories/Deakin-University/Graduate-Diploma-of-Professional-Accounting-and-Law/p/PRG-AU-00321364,"march,july"
New Zealand,1 Year(s),7.0 IELTS,Masters Degree (Taught and Research),accounting,Master of Taxation Studies (MTAXS-TAXS-R2MTX),The University of Auckland,"NZD 48,382",/global/Categories/All-Accounting/Accounting/Master-of-Taxation-Studies-MTAXS-TAXS-R2MTX/p/PRG-NZ-00242540,"january,feb,march,july,december"
New Zealand,5 Year(s),6.0 IELTS,Dual (Conjoint) Degree,accounting,Bachelor of Commerce / Bachelor of Laws Conjoint - Accounting,The University of Auckland,"NZD 189,455",/global/Categories/The-University-of-Auckland/Bachelor-of-Commerce-Bachelor-of-Laws-Conjoint-Accounting/p/PRG-NZ-00218998,"january,feb,march,july"
Australia,5 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Business - Bachelor of Laws - Accounting,James Cook University,"AUD 161,400",/global/Categories/James-Cook-University/Bachelor-of-Business-Bachelor-of-Laws-Accounting/p/PRG-AU-00321095,"feb,july"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Design [Flexible Double Degree - Arts...,The Australian National University,"AUD 193,536",/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Design-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00331846,"feb,july"
Ireland,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) in Accounting and Finance (Dublin),Griffith College,"EUR 36,000",/global/Categories/All-Accounting/Accounting/BA-Hons-in-Accounting-and-Finance-Dublin/p/PRG-IE-00327638,"feb,september"
New Zealand,1 Year(s),6.5 IELTS,Masters Degree (Taught and Research),accounting,Master of Commerce - Accounting (MCOM-ACCN-T3MCO),The University of Auckland,"NZD 38,258",/global/Categories/All-Accounting/Accounting/Master-of-Commerce-Accounting-MCOM-ACCN-T3MCO/p/PRG-NZ-00242137,"feb,march,july"
New Zealand,1 Year(s),7.0 IELTS,Masters Degree (Taught and Research),accounting,Master of Taxation Studies (MTAXS-TAXS-T2MTX),The University of Auckland,"NZD 48,382",/global/Categories/All-Accounting/Accounting/Master-of-Taxation-Studies-MTAXS-TAXS-T2MTX/p/PRG-NZ-00242545,"january,feb,march,july,december"
Australia,2 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Commerce in Accounting (Singapore Campus),Curtin University,"SGD 51,840",/global/Categories/All-Accounting/Accounting/Bachelor-of-Commerce-in-Accounting-Singapore-Campus/p/PRG-AU-00330105,"feb,july,november"
Australia,1 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Advanced Studies (Honours),The University of Sydney,"AUD 46,000",/global/Categories/The-University-of-Sydney/Bachelor-of-Advanced-Studies-Honours/p/PRG-AU-00331213,"feb,march,august"
Australia,1 Semester(s),,Diploma,accounting,Diploma of Accounting,TAFE Western Australia,"AUD 6,240",/global/Categories/All-Accounting/Accounting/Diploma-of-Accounting/p/PRG-AU-00330175,"feb,july"
Australia,,,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping (099134A),Gordon Institute of TAFE,"AUD 7,145",/global/Categories/All-Accounting/Accounting/Certificate-IV-in-Accounting-and-Bookkeeping-099134A/p/PRG-AU-00330361,"feb,july"
Australia,1 Semester(s),,Advanced Diploma,accounting,Advanced Diploma of Accounting,TAFE South Australia,"AUD 6,700",/global/Categories/All-Accounting/Accounting/Advanced-Diploma-of-Accounting/p/PRG-AU-00330809,"january,july"
Australia,52 Week(s),,Certificate IV,accounting,Certificate IV in Accounting and Bookkeeping,Sydney School of Business and Technology,"AUD 10,000",/global/Categories/All-Accounting/Accounting/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00331474,"april,july,october"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Arts/Bachelor of Commerce - Accounting,Curtin University,"AUD 118,400",/global/Categories/All-Accounting/Accounting/Bachelor-of-ArtsBachelor-of-Commerce-Accounting/p/PRG-AU-00329393,"feb,july"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Professional Accounting,Educo Southern Cross University ? Sydney,"AUD 64,800",/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting/p/PRG-AU-00330593,"march,july,november"
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Science Hons (Accounting and Management with a Year in Industr...,University of East Anglia,"GBP 68,400",/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-Hons-Accounting-and-Management-with-a-Year-in-Industry/p/PRG-UK-00339807,september
Australia,1 Year(s),,Advanced Diploma,accounting,Advanced Diploma of Accounting,RMIT University,"AUD 21,500",/global/Categories/All-Accounting/Accounting/Advanced-Diploma-of-Accounting/p/PRG-AU-00338083,"feb,july"
New Zealand,1 Year(s),,(Graduate) Diploma level 7,accounting,Graduate Diploma in Accounting Level 7,Western Institute of Technology,"NZD 19,500",/global/Categories/Western-Institute-of-Technology/Graduate-Diploma-in-Accounting-Level-7/p/PRG-NZ-00336207,"march,july,november"
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,"Bachelor of Accounting / Bachelor of Arts [Flexible Double Degree - Arts, ...",The Australian National University,"AUD 193,536",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting-Bachelor-of-Arts-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00331835,"feb,july"
United Kingdom,15 Month(s),,Foundation for Undergraduate,accounting,International Year One in Accounting (Extended),Queen's University Belfast - INTO UK,"GBP 21,195",/global/Categories/Queen%27s-University-Belfast---INTO-UK/International-Year-One-in-Accounting-Extended/p/PRG-UK-00338406,"march,june"
Australia,2 Year(s),6.5 IELTS,Masters Degree (Coursework),accounting,Master of Business (Professional Accounting),Queensland University of Technology,"AUD 66,200",/global/Categories/Queensland-University-of-Technology/Master-of-Business-Professional-Accounting/p/PRG-AU-00338248,"feb,july,november"
United States,2 Semester(s),7.0 IELTS,Masters Degree,accounting,Master of Science in Taxation,DePaul University - StudyGroup USA,"USD 48,600",/global/Categories/All-Accounting/Taxation/Master-of-Science-in-Taxation/p/PRG-US-00339899,"january,march,june,september"
New Zealand,4 Year(s),6.0 IELTS,Dual (Conjoint) Degree,accounting,Bachelor of Commerce / Bachelor of Global Studies Conjoint - Taxation,The University of Auckland,"NZD 188,316",/global/Categories/All-Accounting/Accounting/Bachelor-of-Commerce-Bachelor-of-Global-Studies-Conjoint-Taxation/p/PRG-NZ-00344074,march
United Kingdom,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,accounting,BA (Hons) Accounting and Finance (Foundation Entry),University of Central Lancashire,"GBP 50,800",/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance-Foundation-Entry/p/PRG-UK-00343348,september
Ireland,4 Year(s),6.5 IELTS,Bachelor Degree,accounting,Bachelor of Law and Taxation,"National University of Ireland, Galway","EUR 67,000",/global/Categories/All-Accounting/Taxation/Bachelor-of-Law-and-Taxation/p/PRG-IE-00340033,september
Australia,4 Year(s),6.5 IELTS,Dual Degree,accounting,Bachelor of Accounting / Bachelor of Middle Eastern and Central Asian Stud...,The Australian National University,"AUD 193,536",/global/Categories/All-Accounting/Accounting/Bachelor-of-Accounting-Bachelor-of-Middle-Eastern-and-Central-Asian-Studies-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00331854,"feb,july"
New Zealand,4 Year(s),6.5 IELTS,Dual (Conjoint) Degree,accounting,"Bachelor of Commerce/Bachelor of Sport, Health and Physical Education - Ta...",The University of Auckland,"NZD 181,072",/global/Categories/All-Accounting/Accounting/Bachelor-of-CommerceBachelor-of-Sport-Health-and-Physical-Education-Taxation/p/PRG-NZ-00344110,"feb,march,july"
United Kingdom,1 Year(s),7.0 IELTS,Masters Degree (Taught),accounting,MSc Accounting and Finance (Professional Practice),University of Huddersfield,"GBP 24,000",/global/Categories/University-of-Huddersfield/MSc-Accounting-and-Finance-Professional-Practice/p/PRG-UK-00335055,"january,september"
Australia,6 Month(s),,Diploma,accounting,Diploma of Accounting,Holmesglen,"AUD 6,400",/global/Categories/All-Accounting/Accounting/Diploma-of-Accounting/p/PRG-AU-00333670,"january,feb,july"
New Zealand,4 Year(s),6.0 IELTS,Dual (Conjoint) Degree,accounting,Bachelor of Commerce / Bachelor of Design Conjoint - Taxation,The University of Auckland,"NZD 177,764",/global/Categories/All-Accounting/Accounting/Bachelor-of-Commerce-Bachelor-of-Design-Conjoint-Taxation/p/PRG-NZ-00343834,"feb,march"
Australia,3 Year(s),6.0 IELTS,Bachelor Degree,accounting,Bachelor of Business - Accounting,Canterbury Institute of Management,"AUD 48,000",/global/Categories/Canterbury-Institute-of-Management/Bachelor-of-Business-Accounting/p/PRG-AU-00341643,"april,july,september"
New Zealand,4 Year(s),6.0 IELTS,Dual (Conjoint) Degree,accounting,Bachelor of Arts / Bachelor of Commerce Conjoint - Accounting,The University of Auckland,"NZD 173,820",/global/Categories/All-Accounting/Accounting/Bachelor-of-Arts-Bachelor-of-Commerce-Conjoint-Accounting/p/PRG-NZ-00342078,"january,feb,march,july"
New Zealand,4 Year(s),6.5 IELTS,Dual (Conjoint) Degree,accounting,"Bachelor of Commerce/Bachelor of Sport, Health and Physical Education - Ac...",The University of Auckland,"NZD 181,072",/global/Categories/All-Accounting/Accounting/Bachelor-of-CommerceBachelor-of-Sport-Health-and-Physical-Education-Accounting/p/PRG-NZ-00344113,"march,july"
Australia,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Advanced Business (Honours) - Accounting,Griffith University,"AUD 114,000",/global/Categories/All-Accounting/Accounting/Bachelor-of-Advanced-Business-Honours-Accounting/p/PRG-AU-00340211,"feb,july,october,november"
Ireland,4 Year(s),5.5 IELTS,Bachelor Degree with Honours,accounting,Bachelor of Business (Honours) - Finance and Accounting (FAC),Institute of Technology Carlow,"EUR 41,000",/global/Categories/Institute-of-Technology-Carlow/Bachelor-of-Business-Honours-Finance-and-Accounting-FAC/p/PRG-IE-00345358,september
Australia,52 Week(s),,Diploma,accounting,Diploma of Accounting,Baxter Institute,"AUD 7,400",/global/Categories/All-Accounting/Accounting/Diploma-of-Accounting/p/PRG-AU-00348092,"feb,march,april,may,july,august,october,november,december"
United Kingdom,2 Semester(s),,Foundation for Undergraduate,accounting,Foundation in Accounting and Finance,International College Portsmouth - Navitas UK,"GBP 13,500",/global/Categories/International-College-Portsmouth---Navitas-UK/Foundation-in-Accounting-and-Finance/p/PRG-UK-00346888,"january,june,september"
Ireland,4 Year(s),6.5 IELTS,Ph.D.,accounting,Masters/PhD in Accounting and Finance,University of Limerick,"EUR 44,948",/global/Categories/University-of-Limerick/MastersPhD-in-Accounting-and-Finance/p/PRG-IE-00349582,august
United Kingdom,3 Semester(s),,Foundation for Undergraduate,accounting,First Year Foundation in Accounting and Finance,"The College, Swansea University (ICWS) - Navitas UK","GBP 18,000",/global/Categories/The-College%2C-Swansea-University-%28ICWS%29---Navitas-UK/First-Year-Foundation-in-Accounting-and-Finance/p/PRG-UK-00346637,"june,september,november"
